species_name,is_wild,is_domestic,is_aquatic,causal_agent_type,country_name,latitude,longitude,month,season,susceptible,epi_unit_type,disease_name
Wildlife (species unspecified),1,0,0,Virus,Portugal,37.273632,-7.49361,March,Summer,100,Backyard,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Germany,53.374,7.304,June,Monsoon,14850,Farm,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Algeria,36.3835,6.6451,June,Monsoon,418700,Farm,Newcastle disease
Cattle,0,0,0,Bacterium,Botswana,-25.4561,25.42498,August,Monsoon,600,Village,Brucellosis
Wildlife (species unspecified),1,0,0,Virus,Russia,45.0523,42.0902,April,Summer,500,Village,African swine fever
Wild boar,1,0,0,Virus,Ukraine,48.5103,34.7506,February,Winter,0,Natural park,African swine fever
Sheep,0,0,0,Virus,Bulgaria,42.2008,25.049,July,Monsoon,76,Farm,Sheep pox and goat pox
Cattle,0,0,0,Virus,Kuwait,29.285822,47.816765,April,Summer,5925,Farm,Lumpy skin disease
Cattle,0,0,0,Virus,Myanmar,22.46,95.26,October,Post-Monsoon,3699,Village,Foot and mouth disease
Accipitridae (unidentified),1,0,0,Virus,Germany,48.525,10.273,February,Winter,0,Not applicable,Highly pathogenic avian influenza
Camelidae,0,0,0,Virus,Mauritania,20.45,-14.23,November,Post-Monsoon,120,Village,Rift Valley fever
Wild boar,1,0,0,Virus,Russia,52.398827,35.021452,November,Post-Monsoon,0,Farm,African swine fever
Cattle,0,0,0,Virus,Switzerland,47.065071,6.925238,July,Monsoon,396,Farm,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis
Wildlife (species unspecified),1,0,0,Virus,South Africa,-32.04569444,25.55030556,May,Summer,16,Farm,Rift Valley fever
Common carp,0,0,1,Virus,Iraq,33.4618,44.2997,November,Post-Monsoon,5853700,River system,Koi herpesvirus
Birds,0,0,0,Virus,Laos,19.22979,101.7135,March,Summer,5142,Village,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Russia,61.161128,73.078925,November,Post-Monsoon,410,Backyard,African swine fever
Swine,0,0,0,Virus,Korea (Dem People's Rep. of),40.6025,125.64611,May,Summer,99,Village,African swine fever
Birds,0,1,0,Virus,India,19.41684,73.29618,February,Winter,28308,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Sweden,55.63288,14.180665,December,Winter,42039,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Albania,41.75318365,19.63741282,December,Winter,71,Backyard,African swine fever
Mallard,1,0,0,Virus,Poland,52.28491,20.17708,February,Winter,0,Other,Highly pathogenic avian influenza
Dogs,0,0,0,Virus,Armenia,39.7572,45.3326,August,Monsoon,1,Village,Rabies
Cattle,0,0,0,Virus,Myanmar,16.44,96.15,December,Winter,28,Village,Foot and mouth disease
Mallard,1,0,0,Virus,France,47.61945,2.87546,July,Monsoon,19,Backyard,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Bhutan,26.84426,89.4242,August,Monsoon,148,Backyard,Highly pathogenic avian influenza
Sheep/goats (mixed herd),0,0,0,Virus,Tajikistan,38.13,68.96,October,Post-Monsoon,3820,Farm,Peste des petits ruminants
Rabbits,0,0,0,Virus,Luxembourg,49.5141,5.9281,July,Monsoon,54,Backyard,Rabbit haemorrhagic disease
Birds,0,0,0,Virus,Nepal,27.683,84.063,March,Summer,17646,Village,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Korea (Rep. of),37.046005,126.992749,December,Winter,584361,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Bhutan,27.635515,89.803111,June,Monsoon,128,Farm,African swine fever
Bees,0,0,0,Bacterium,Norway,59.9487,10.7666,October,Post-Monsoon,108,Apiary,Melissococcus plutonius
Birds,0,1,0,Virus,Iraq,33.3112,44.2555,June,Monsoon,189000,Farm,Highly pathogenic avian influenza
Buffaloes,0,0,0,Virus,Germany,52.55,13.63,January,Winter,14,Backyard,Foot and mouth disease
Rabbits,0,0,0,Virus,Norway,58.1,7.3,June,Monsoon,20,Farm,Rabbit haemorrhagic disease
Great White Pelican,1,0,0,Virus,Senegal,16.40639,-16.30556,January,Winter,11563,Other,Highly pathogenic avian influenza
Camelidae,0,0,0,Bacterium,Bahrain,26.2152,50.4871,April,Summer,61,Village,Glanders
Wild boar,1,0,0,Virus,Poland,54.11275426,19.84182358,January,Winter,0,Not applicable,African swine fever
Cattle,0,0,0,Virus,China (People's Rep. of),39.358,99.84,September,Monsoon,123,Farm,Foot and mouth disease
Cattle,0,0,0,Virus,Botswana,-19.3692,22.167,December,Winter,19205,Village,Foot and mouth disease
Cattle,0,0,0,Virus,South Africa,-23.5994,30.8791,August,Monsoon,3781,Village,Foot and mouth disease
Cattle,0,0,0,Bacterium,Spain,43.434343,-6.0,June,Monsoon,65,Farm,Anthrax
Sheep,0,0,0,Virus,Morocco,33.91,-4.79,November,Post-Monsoon,9391,Farm,Bluetongue
Birds,0,1,0,Virus,Poland,54.2204591,17.8628483,February,Winter,232395,Farm,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Canada,43.4757,-80.4809,October,Post-Monsoon,7300,Farm,Influenza A virus
Birds,0,1,0,Virus,Denmark,55.2415,11.421,January,Winter,104586,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Russia,55.612552,60.924996,August,Monsoon,18215,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Moldova,46.10781,28.86351,March,Summer,0,Backyard,African swine fever
Dogs,0,0,0,Virus,Armenia,40.2654,44.6902,December,Winter,1,Backyard,Rabies
Mustelidae,0,0,0,Virus,Poland,50.154,21.1926,December,Winter,1408,Farm,SARS-CoV-2 in animals
Greylag Goose,1,0,0,Virus,Spain,42.245278,3.126389,February,Winter,0,Natural park,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Korea (Rep. of),34.833525,126.677814,March,Summer,2137,Farm,Foot and mouth disease
Sheep,0,0,0,Virus,Kazakhstan,42.7984,69.1966,December,Winter,15,Village,Sheep pox and goat pox
Birds,0,0,0,Virus,Mexico,18.758571,-100.876535,March,Summer,120,Backyard,Highly pathogenic avian influenza
Swine,0,0,0,Virus,China (People's Rep. of),33.7986,118.6736,January,Winter,68969,Farm,African swine fever
Wild boar,1,0,0,Virus,Russia,49.802529,41.062487,May,Summer,0,Forest,African swine fever
Equidae,0,0,0,Virus,Germany,49.33,8.75,August,Monsoon,35,Farm,West Nile Fever
Goats,0,0,0,Virus,Bulgaria,42.23,24.9391,July,Monsoon,13,Farm,Sheep pox and goat pox
Birds,0,1,0,Virus,Bulgaria,41.79,25.5769,March,Summer,1031,Backyard,Newcastle disease
Birds,0,0,0,Virus,Chile,-32.866,-71.1509,July,Monsoon,59554,Farm,Influenza A virus
Mustelidae,0,0,0,Virus,Spain,42.9109,-8.7384,July,Monsoon,13100,Farm,SARS-CoV-2 in animals
Sheep/goats (mixed herd),0,0,0,Virus,Gabon,-0.8427,14.2714,September,Monsoon,90,Village,Peste des petits ruminants
Cattle,0,0,0,Virus,Algeria,36.1027,2.0766,September,Monsoon,7083,Farm,Foot and mouth disease
Birds,0,1,0,Virus,Philippines,11.5788747,122.717935,November,Post-Monsoon,388,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Peru,-12.530881,-76.721015,December,Winter,14783,Farm,Porcine reproductive and respiratory syndrome
Cattle,0,0,0,Virus,Egypt,30.491,31.6918,February,Winter,1648,Farm,Foot and mouth disease
Birds,0,0,0,Virus,Slovakia,48.59143,21.061641,April,Summer,366,Backyard,Highly pathogenic avian influenza
Mallard,1,0,0,Virus,Slovakia,48.889491,18.120098,March,Summer,0,Other,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,South Africa,-24.7,31.3,May,Summer,110176,Village,Foot and mouth disease
Swine,0,0,0,Virus,Moldova,47.32,27.74,July,Monsoon,6278,Farm,African swine fever
Birds,0,0,0,Virus,Luxembourg,49.89633,5.89432,May,Summer,50,Backyard,Avian infectious laryngotracheitis
Birds,0,1,0,Virus,China (People's Rep. of),27.37166,111.93861,January,Winter,7850,Farm,Highly pathogenic avian influenza
Goats,0,0,0,Virus,China (People's Rep. of),42.8193,93.5121,March,Summer,390,Other,Peste des petits ruminants
Birds,0,1,0,Virus,Moldova,47.89,28.86,January,Winter,72,Backyard,Highly pathogenic avian influenza
Dogs,0,0,0,Virus,Armenia,40.0833,43.9909,September,Monsoon,1,Village,Rabies
Sheep,0,0,0,Bacterium,Azerbaijan,39.88471,47.817269,September,Monsoon,471,Farm,Anthrax
Sheep,0,0,0,Virus,Bulgaria,42.6871,25.3287,July,Monsoon,1113,Farm,Sheep pox and goat pox
White-tailed Eagle,1,0,0,Virus,Finland,60.294658242,22.65633008,April,Summer,0,Not applicable,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Myanmar,20.8533,99.9373,December,Winter,37506,Village,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,France,41.39,9.15,October,Post-Monsoon,17568,Farm,Bluetongue
Cattle,0,0,0,Virus,China (People's Rep. of),27.09386,116.250072,June,Monsoon,25,Backyard,Lumpy skin disease
Sheep,0,0,0,Virus,Germany,51.45,10.19,August,Monsoon,40,Farm,Bluetongue
Birds,0,1,0,Virus,Netherlands,53.26,6.13,December,Winter,27681,Farm,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Eswatini,-26.485693,31.191971,March,Summer,46,Farm,African horse sickness
Goats,0,0,0,Virus,Turkey,37.65875136,28.1222856,November,Post-Monsoon,26,Farm,Bluetongue
Cattle,0,0,0,Bacterium,Spain,39.211202,-7.1561619,October,Post-Monsoon,103,Farm,Anthrax
Pacific whiteleg shrimp,1,0,1,Virus,Brazil,-4.56,-37.77,February,Winter,5600000,Pond,White spot disease
Swine,0,0,0,Virus,Hong Kong,22.48565,114.0061,December,Winter,2378,Farm,African swine fever
Laridae (unidentified),1,0,0,Virus,Germany,54.609167,8.904444,October,Post-Monsoon,0,Not applicable,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Chinese Taipei,22.51758611,120.54351944,January,Winter,3136,Farm,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,Moldova,45.78217,28.28163,November,Post-Monsoon,0,Forest,African swine fever
Equidae,0,0,0,Virus,Greece,40.8206,22.0844,June,Monsoon,829,Farm,Equine infectious anaemia
Camelidae,0,0,0,Virus,Germany,52.44,7.3,June,Monsoon,4,Farm,Bluetongue
Birds,0,0,0,Virus,Mexico,21.3333,-101.95911,August,Monsoon,7865285,Farm,Highly pathogenic avian influenza
American wigeon,1,0,0,Virus,Canada,49.03601,-122.2455,February,Winter,0,Not applicable,Highly pathogenic avian influenza
Bees,0,1,0,Bacterium,Czech Republic,50.6751,15.8441,August,Monsoon,18,Apiary,European foulbrood of honey bees
Equidae,0,0,0,Virus,Hungary,47.1745,20.19146,September,Monsoon,0,Other,Equine infectious anaemia
Birds,0,1,0,Virus,India,23.6292,86.1382,February,Winter,6261,Farm,Highly pathogenic avian influenza
Leopard Cat,1,0,0,Virus,Korea (Rep. of),35.079201,126.918363,March,Summer,0,Other,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Poland,53.58037,15.06903,January,Winter,328040,Farm,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,Poland,54.194722,21.37,December,Winter,0,Forest,African swine fever
Accipitridae (unidentified),1,0,0,Virus,Germany,51.9905,11.694,September,Monsoon,0,Zoo,West Nile Fever
Swine,0,0,0,Virus,China (People's Rep. of),36.46277,103.37166,May,Summer,10575,Farm,African swine fever
Accipitridae (unidentified),1,0,0,Virus,Germany,52.51,13.19,September,Monsoon,0,Not applicable,West Nile Fever
Equidae,0,0,0,Virus,Germany,53.45,10.3,September,Monsoon,4,Backyard,West Nile Fever
Sheep,0,0,0,Virus,Greece,39.0336,26.4642,January,Winter,379,Farm,Sheep pox and goat pox
Northern Goshawk,1,0,0,Virus,Sweden,59.711593,17.112894,June,Monsoon,0,Other,Highly pathogenic avian influenza
Wildlife (species unspecified),1,0,0,Virus,Cyprus,35.1085,33.8159,November,Post-Monsoon,0,Not applicable,Newcastle disease
Equidae,0,0,0,Virus,Eswatini,-26.519,31.214,May,Summer,28,Farm,African horse sickness
Cattle,0,0,0,Virus,Hong Kong,22.3833,114.2667,October,Post-Monsoon,0,Other,Lumpy skin disease
Anatidae (unidentified),1,0,0,Virus,North Macedonia,42.0163,21.3851,October,Post-Monsoon,0,Other,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Ecuador,-0.381986,-80.05066,June,Monsoon,230,Farm,Foot and mouth disease
Equidae,0,0,0,Virus,Portugal,37.1572,-8.724252,November,Post-Monsoon,30,Backyard,West Nile Fever
Swine,0,0,0,Virus,Poland,54.548321,18.157024,June,Monsoon,1310,Farm,African swine fever
Mute Swan,1,0,0,Virus,Moldova,47.16,29.22,December,Winter,0,Body of water,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Russia,54.851247,37.694979,July,Monsoon,11,Backyard,Classical swine fever
Sheep,0,0,0,Prion,United States of America,34.747,-92.289,January,Winter,0,Farm,Scrapie
Goats,0,0,0,Prion,Slovenia,45.54,13.74,March,Summer,14,Farm,Scrapie
Swine,0,0,0,Virus,China (People's Rep. of),36.949,101.712,December,Winter,365,Backyard,African swine fever
Wild boar,1,0,0,Virus,Russia,52.4607,47.6962,May,Summer,0,Farm,African swine fever
Black-headed Gull,1,0,0,Virus,Hong Kong,22.382916,113.97569,January,Winter,0,Not applicable,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Cote D'Ivoire,8.0227,-2.783,April,Summer,99,Farm,African swine fever
Cattle,0,0,0,Bacterium,Kazakhstan,49.517993,72.836089,October,Post-Monsoon,546,Village,Anthrax
Birds,0,1,0,Virus,Norway,68.51307,14.72709,September,Monsoon,7500,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Denmark,54.862138,9.654193,July,Monsoon,38000,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,Lesotho,-29.35,27.67,December,Winter,130,Village,Anthrax
Birds,0,1,0,Virus,Costa Rica,11.10612,-85.34491,February,Winter,84,Backyard,Newcastle disease
Birds,0,1,0,Virus,Germany,49.06,9.89,April,Summer,8901,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,France,50.566667,2.416667,March,Summer,1188,Farm,Brucellosis
Birds,0,1,0,Virus,Laos,19.967169,102.245942,July,Monsoon,200,Farm,Low pathogenic avian influenza
Cattle,0,0,0,Virus,Namibia,-17.28148,15.25433,July,Monsoon,12541,Village,Foot and mouth disease
Barehead goby,1,0,1,Fungus,South Africa,-34.3,19.0,June,Monsoon,0,Estuary,Epizootic ulcerative syndrome
Pacific cupped oyster,0,0,1,Virus,Ireland,54.344,-8.594,June,Monsoon,0,Coastal area,Ostreid herpesvirus-1
Goats,0,0,0,Virus,Bulgaria,42.1442,26.8058,July,Monsoon,493,Farm,Peste des petits ruminants
Cattle,0,0,0,Bacterium,Kyrgyzstan,41.6875,72.0515,August,Monsoon,102,Farm,Anthrax
Birds,0,0,0,Virus,Germany,52.6753,7.6233,July,Monsoon,10104,Farm,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Peru,-7.3354,-78.1697,August,Monsoon,25,Village,Newcastle disease
Mute Swan,1,0,0,Virus,Switzerland,47.624,8.682,December,Winter,0,Other,Highly pathogenic avian influenza
Cervidae,0,0,0,Bacterium,Russia,67.91,79.76,August,Monsoon,111000,Not applicable,Anthrax
Birds,0,1,0,Virus,Germany,51.81,9.8,January,Winter,116495,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Tanzania,-8.568,32.147,October,Post-Monsoon,23922,Village,African swine fever
Goats,0,0,0,Virus,Tunisia,34.5356,9.305,February,Winter,30,Farm,Peste des petits ruminants
Equidae,0,0,0,Virus,Chile,-33.318431,-70.51616,April,Summer,103,Farm,Equine infectious anaemia
Sheep,0,0,0,Virus,Kazakhstan,48.13222,47.67389,June,Monsoon,13486,Farm,Sheep pox and goat pox
Birds,0,1,0,Virus,Hungary,47.59003,17.937804,November,Post-Monsoon,59560,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Russia,48.527472,134.906564,September,Monsoon,346,Farm,Lumpy skin disease
Goats,0,0,0,Virus,Greece,41.05687,23.476477,September,Monsoon,184,Farm,Sheep pox and goat pox
Birds,0,1,0,Virus,Chinese Taipei,24.94341,121.31395,December,Winter,714392,Other,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Argentina,-35.125642,-58.738097,June,Monsoon,11690,Farm,Influenza A virus
Red-and-green Macaw,1,0,0,Virus,Pakistan,31.557759,74.326079,January,Winter,5,Zoo,Highly pathogenic avian influenza
Birds,0,0,0,Bacterium,United Kingdom,54.594036,-6.926751,September,Monsoon,30000,Farm,Fowl typhoid
Birds,0,1,0,Virus,Germany,54.583,8.92,November,Post-Monsoon,9870,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Albania,41.69319342,20.38898073,September,Monsoon,1138,Farm,Lumpy skin disease
Cattle,0,0,0,Virus,South Africa,-24.6,31.3,April,Summer,8888,Village,Foot and mouth disease
Birds,0,1,0,Virus,Vietnam,10.4668,106.2965,February,Winter,0,Farm,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Malaysia,5.884719,102.1515994,March,Summer,15165,Backyard,Highly pathogenic avian influenza
Swine,0,0,0,Virus,South Africa,-32.7,25.6,March,Summer,34449,Farm,African swine fever
Cattle,0,0,0,Virus,China (People's Rep. of),41.59,81.53,January,Winter,1489,Farm,Foot and mouth disease
Cattle,0,0,0,Bacterium,Bangladesh,24.31136,89.31418,May,Summer,1,Village,Anthrax
Birds,0,0,0,Virus,Cabo verde,16.8432,-24.8838,November,Post-Monsoon,0,Farm,Avian infectious laryngotracheitis
Peregrin falcon,1,0,0,Virus,Sweden,56.058715,14.622207,March,Summer,0,Other,Highly pathogenic avian influenza
Rabbits,0,0,0,Virus,Sweden,57.75,11.98,June,Monsoon,3,Village,Rabbit haemorrhagic disease
Birds,0,1,0,Virus,Togo,6.2403,1.219,June,Monsoon,1500,Farm,Highly pathogenic avian influenza
Mute Swan,1,0,0,Virus,Slovenia,45.5515,13.7689,December,Winter,0,Other,Highly pathogenic avian influenza
Birds,0,1,0,Virus,France,46.858299,-0.962973,March,Summer,118666,Farm,Low pathogenic avian influenza
Birds,0,0,0,Virus,Mexico,20.810912,-102.785356,April,Summer,151132,Farm,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Vietnam,15.3867,108.6382,September,Monsoon,8188,Backyard,Highly pathogenic avian influenza
Cooper's Hawk,1,0,0,Virus,Mexico,20.542223,-102.737407,November,Post-Monsoon,0,Other,Highly pathogenic avian influenza
Mandarin Duck,1,0,0,Virus,Korea (Rep. of),37.1352,127.262,November,Post-Monsoon,3197,Other,Highly pathogenic avian influenza
Imperial Eagle,1,0,0,Virus,Austria,48.262,16.4315,October,Post-Monsoon,0,Not applicable,West Nile Fever
Sheep,0,0,0,Prion,Iceland,65.863359,-18.694352,December,Winter,104,Farm,Scrapie
Sheep,0,0,0,Bacterium,Spain,39.091617,-5.55852,June,Monsoon,447,Farm,Anthrax
Swine,0,0,0,Virus,Cabo verde,16.6194,-24.3295,October,Post-Monsoon,711,Farm,African swine fever
Viverridae (unidentified),1,0,0,Virus,Chinese Taipei,21.90064,120.851091,December,Winter,0,Not applicable,Rabies
Swine,0,0,0,Virus,Georgia,42.85,41.12,July,Monsoon,400,Village,African swine fever
Birds,0,1,0,Virus,Bulgaria,41.79107,25.50184,September,Monsoon,100,Backyard,Newcastle disease
Cattle,0,0,0,Virus,Israel,32.4908496119,35.1063224316,May,Summer,127,Village,Foot and mouth disease
Bees,0,1,0,Bacterium,Peru,-6.441218,-79.718128,May,Summer,10,Apiary,European foulbrood of honey bees
Rabbits,0,0,0,Virus,Israel,31.93046,34.867949,September,Monsoon,47,Backyard,Rabbit haemorrhagic disease
Birds,0,1,0,Virus,Niger,13.5708,2.1167,February,Winter,57,Backyard,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,Zambia,-15.0079,23.0293,November,Post-Monsoon,46500,Other,Anthrax
Cattle,0,0,0,Virus,Former Yug. Rep. of Macedonia,42.3081,22.2081,May,Summer,158,Village,Lumpy skin disease
Cattle,0,0,0,Virus,Botswana,-18.53,25.65,July,Monsoon,1300,Village,Foot and mouth disease
Equidae,0,0,0,Virus,Malaysia,5.319832,103.059028,August,Monsoon,5,Backyard,African horse sickness
Birds,0,1,0,Virus,Russia,59.247345,37.853453,July,Monsoon,490644,Farm,Highly pathogenic avian influenza
Mute Swan,1,0,0,Virus,Bosnia and Herzegovina,45.147559,17.249574,October,Post-Monsoon,0,Other,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,Ukraine,45.6496,28.7143,August,Monsoon,0,Farm,African swine fever
Sheep,0,0,0,Virus,Bulgaria,42.1872,24.9242,July,Monsoon,62,Farm,Sheep pox and goat pox
Dogs,0,0,0,Virus,France,48.609911,2.4843838,October,Post-Monsoon,35,Other,Rabies
Dogs,0,0,0,Parasite,Ireland,52.6408,-8.608,May,Summer,0,Other,Leishmaniosis
Anatidae (unidentified),1,0,0,Virus,Iceland,64.13111,-21.7812,October,Post-Monsoon,0,Not applicable,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Bulgaria,43.2,23.54,August,Monsoon,548,Farm,Newcastle disease
Wild boar,1,0,0,Virus,Czech Republic,49.1449449,17.435122,November,Post-Monsoon,0,Forest,African swine fever
Wildlife (species unspecified),1,0,0,Virus,Israel,32.6414387162,35.118946512,August,Monsoon,265,Not applicable,Newcastle disease
Birds,0,1,0,Virus,United States of America,37.1959,-94.3555,April,Summer,39000,Farm,Low pathogenic avian influenza
Swine,0,0,0,Virus,Russia,57.068697,33.624516,July,Monsoon,55,Backyard,African swine fever
Red Fox,1,0,0,Virus,Slovakia,49.261908,20.828124,December,Winter,0,Not applicable,Rabies
Mallard,1,0,0,Virus,Romania,46.9319,26.3431,March,Summer,0,Natural park,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Russia,55.080828,32.254468,July,Monsoon,301,Backyard,African swine fever
Birds,0,1,0,Virus,Russia,55.973139,44.661748,May,Summer,14,Backyard,Newcastle disease
Cattle,0,0,0,Bacterium,Lesotho,-29.6159,28.802,October,Post-Monsoon,156,Backyard,Anthrax
Birds,0,0,0,Virus,Portugal,38.740551,-8.803278,November,Post-Monsoon,79,Backyard,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Mongolia,46.0636,103.5145,July,Monsoon,0,Farm,Equine influenza
Birds,0,1,0,Virus,Chile,-36.7919,-72.7386,March,Summer,455113,Farm,Highly pathogenic avian influenza
Dogs,0,0,0,Virus,Melilla,35.282557,-2.94317,November,Post-Monsoon,0,Other,Rabies
Goats,0,0,0,Virus,Mongolia,46.4093,113.4711,May,Summer,0,Farm,Sheep pox and goat pox
Birds,0,1,0,Virus,Poland,52.12597,19.044864,September,Monsoon,1677,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Germany,53.45,11.69,March,Summer,30112,Farm,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Germany,50.02,8.86,May,Summer,7,Farm,Equine infectious anaemia
Sheep,0,0,0,Prion,Israel,32.4926451432,35.0967451043,January,Winter,242,Village,Scrapie
Cattle,0,0,0,Parasite,El Salvador,13.7049,-87.9774,December,Winter,11,Farm,New world screwworm
Birds,0,1,0,Virus,Moldova,47.8317,29.0075,January,Winter,203,Backyard,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Chad,9.6294,15.5132,July,Monsoon,1042,Farm,African swine fever
Wild boar,1,0,0,Virus,Germany,49.75,8.84,December,Winter,0,Forest,African swine fever
Birds,0,1,0,Virus,Germany,54.44,13.21,February,Winter,138667,Farm,Highly pathogenic avian influenza
Impala,1,0,0,Bacterium,Zimbabwe,-21.595,32.0012,July,Monsoon,0,Natural park,Anthrax
Wild boar,1,0,0,Virus,Latvia,57.06445,22.40198,December,Winter,0,Forest,African swine fever
Cattle,0,0,0,Virus,China (People's Rep. of),37.9,106.55,March,Summer,1951,Village,Foot and mouth disease
Birds,0,0,0,Parasite,Guatemala,14.9679,-89.4905,August,Monsoon,81,Farm,New world screwworm
Common carp,0,0,1,Virus,Italy,45.363869,12.136219,April,Summer,3288,Farm,Koi herpesvirus
Birds,0,1,0,Virus,Bhutan,26.816805,89.163818,July,Monsoon,3998,Village,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,Russia,52.734584,50.538146,September,Monsoon,0,Village,African swine fever
Cattle,0,0,0,Virus,China (People's Rep. of),36.73,101.2,July,Monsoon,4489,Village,Foot and mouth disease
Eurasian buzzard (common buzzard),1,0,0,Virus,Denmark,55.9588,11.7773,January,Winter,0,Not applicable,Highly pathogenic avian influenza
Sheep,0,0,0,Virus,Mongolia,47.9785,110.0225,May,Summer,795,Farm,Sheep pox and goat pox
Black-headed Gull,1,0,0,Virus,Israel,33.0706,35.1346,February,Winter,0,Other,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Sweden,57.483004,18.221134,June,Monsoon,1900,Farm,Highly pathogenic avian influenza
Maxima clam,1,0,1,Parasite,United States of America,40.217,-74.763,May,Summer,10,Other,Perkinsus olseni
Birds,0,0,0,Virus,China (People's Rep. of),32.43,119.57,August,Monsoon,249859,Farm,Highly pathogenic avian influenza
Goats,0,0,0,Virus,United Kingdom,54.85,-6.68,September,Monsoon,6,Farm,Caprine arthritis/encephalitis
Birds,0,1,0,Virus,Hungary,46.4804,19.9678,December,Winter,161523,Farm,Highly pathogenic avian influenza
Sheep,0,0,0,Virus,Greece,39.3,26.33,January,Winter,159,Farm,Sheep pox and goat pox
Sheep,0,0,0,Virus,South Africa,-29.2,24.7,April,Summer,600,Farm,Rift Valley fever
Birds,0,1,0,Virus,Chinese Taipei,23.889611,120.33874,September,Monsoon,18000,Farm,Low pathogenic avian influenza
Wild boar,1,0,0,Virus,Ukraine,49.5346,34.8676,March,Summer,0,Farm,African swine fever
Birds,0,0,0,Virus,India,30.29,76.35,October,Post-Monsoon,43,Village,Highly pathogenic avian influenza
Rabbits,0,0,0,Virus,United States of America,38.5437,-76.611,January,Winter,4,Not applicable,Rabbit haemorrhagic disease
Birds,0,1,0,Virus,Portugal,40.435556,-8.748611,July,Monsoon,271,Other,Newcastle disease
Common magpie,1,0,0,Virus,Bulgaria,42.45025,27.39785,April,Summer,0,Forest,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Greece,37.42,22.23,January,Winter,20500,Farm,Newcastle disease
Birds,0,1,0,Virus,Albania,41.330729,19.537997,March,Summer,68886,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,China (People's Rep. of),28.94,121.625,October,Post-Monsoon,4144,Farm,African swine fever
Birds,0,1,0,Virus,United Kingdom,53.93,-0.34,February,Winter,48000,Farm,Highly pathogenic avian influenza
Dogs,0,0,0,Parasite,Honduras,16.324274,-86.505368,May,Summer,1,Other,New world screwworm
Common Teal,1,0,0,Virus,Israel,33.0511,35.6089,January,Winter,0,Body of water,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Former Yug. Rep. of Macedonia,42.225201,21.468777,July,Monsoon,19,Village,Equine infectious anaemia
Birds,0,1,0,Virus,Poland,50.464244,18.650741,November,Post-Monsoon,193872,Farm,Highly pathogenic avian influenza
Black-faced spoonbill,1,0,0,Virus,Hong Kong,22.468785,114.01066,December,Winter,0,Not applicable,Highly pathogenic avian influenza
Birds,0,1,0,Virus,United Kingdom,54.17,-1.4,April,Summer,214792,Farm,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,France,49.181,3.049,May,Summer,692,Farm,Aujeszky's disease
